pid,duration,fps,width,height,aspect_ratio,total_frames
POST00001493,5.8,30.0,458,456,1.0043859649122806,174
POST00003150,11.878545211878546,29.97,576,1024,0.5625,356
POST00000882,34.9,30.0,576,1024,0.5625,1047
POST00000090,9.0,60.0,576,1024,0.5625,540
POST00000939,23.958333333333332,24.0,576,1024,0.5625,575
POST00003439,9.6,30.0,576,576,1.0,288
POST00000936,6.2,60.0,576,1024,0.5625,372
POST00002626,96.3,30.0,576,1024,0.5625,2889
POST00000933,21.25,60.0,576,1024,0.5625,1275
POST00000730,6.183333333333334,60.0,576,1024,0.5625,371
POST00000849,14.833333333333334,60.0,576,1024,0.5625,890
POST00002632,6.5,30.0,576,1024,0.5625,195
POST00003100,169.83333333333334,30.0,576,1024,0.5625,5095
POST00003112,15.766666666666666,29.936575052854124,576,1024,0.5625,472
POST00003713,10.966666666666667,29.908814589665653,576,1024,0.5625,328
POST00001615,12.0,30.0,768,576,1.3333333333333333,360
POST00001892,7.5,30.0,576,1024,0.5625,225
POST00000408,14.933333333333334,30.0,576,1024,0.5625,448
POST00002714,15.0,30.0,576,1024,0.5625,450
POST00003607,15.066666666666666,30.0,576,1024,0.5625,452
POST00001867,7.533333333333333,30.0,576,1024,0.5625,226
POST00001471,5.833333333333333,30.0,576,1136,0.5070422535211268,175
POST00001626,171.76666666666668,30.0,576,1024,0.5625,5153
POST00000498,27.666666666666668,30.0,576,1024,0.5625,830
POST00002155,33.0,29.939393939393938,576,1024,0.5625,988
POST00001458,14.5,30.0,576,1134,0.5079365079365079,435
POST00001816,15.0,30.0,576,1024,0.5625,450
POST00000524,26.333333333333332,30.0,576,1024,0.5625,790
POST00000742,12.2,30.0,576,1024,0.5625,366
POST00001516,85.96666666666667,30.0,576,1126,0.5115452930728241,2579
POST00001158,4.9,30.0,576,1024,0.5625,147
POST00002520,4.9,30.0,576,1024,0.5625,147
POST00001670,15.433333333333332,30.194384449244062,576,1024,0.5625,466
POST00003671,36.46980313646981,29.97,576,1024,0.5625,1093
POST00003274,40.5,30.0,576,1024,0.5625,1215
POST00003641,50.63333333333333,30.0,576,1024,0.5625,1519
POST00002244,83.13333333333334,30.0,576,1024,0.5625,2494
POST00001087,17.6,30.0,576,1024,0.5625,528
POST00001732,52.833333333333336,30.0,576,1024,0.5625,1585
POST00001088,13.7,30.0,576,1024,0.5625,411
POST00000573,79.48333333333333,60.0,576,1024,0.5625,4769
POST00002299,35.78333333333333,60.0,576,1024,0.5625,2147
POST00003549,98.1,30.0,576,1024,0.5625,2943
POST00002729,44.33333333333333,29.977443609022558,576,1024,0.5625,1329
POST00001645,18.466666666666665,30.0,576,1024,0.5625,554
POST00003236,137.2,30.0,576,1024,0.5625,4116
POST00003615,30.4,29.93421052631579,576,768,0.75,910
POST00001401,30.1,30.0,576,1024,0.5625,903
POST00001220,14.566666666666666,60.0,576,1024,0.5625,874
POST00001453,12.5,60.0,576,1024,0.5625,750
POST00003792,27.4,30.0,576,1022,0.5636007827788649,822
POST00003960,12.433333333333334,27.10455764075067,576,1024,0.5625,337
POST00003680,21.3,30.0,576,1024,0.5625,639
POST00003483,9.366666666666667,30.0,576,1024,0.5625,281
POST00001525,32.232232232232235,29.97,576,1024,0.5625,966
POST00000785,101.2,29.822134387351777,576,1024,0.5625,3018
POST00001762,13.933333333333334,30.0,576,1024,0.5625,418
POST00003729,73.23333333333333,30.0,576,1024,0.5625,2197
POST00000656,61.233333333333334,30.0,576,1024,0.5625,1837
POST00002304,91.66666666666667,29.978181818181817,576,1024,0.5625,2748
POST00001130,5.739072405739073,59.94,576,1024,0.5625,344
POST00000890,6.766666666666667,28.669950738916256,576,1024,0.5625,194
POST00001318,29.066666666666666,30.0,576,1024,0.5625,872
POST00002816,59.5,30.0,576,1024,0.5625,1785
POST00001705,28.133333333333333,30.0,576,1024,0.5625,844
POST00000500,8.1,30.0,540,960,0.5625,243
POST00000780,36.13333333333333,30.0,576,1024,0.5625,1084
POST00001992,5.533333333333333,30.0,576,1024,0.5625,166
POST00003491,11.033333333333333,30.0,576,1024,0.5625,331
POST00002500,30.0,30.0,576,1024,0.5625,900
POST00000683,27.560894227560894,29.97,576,1024,0.5625,826
POST00003413,14.633333333333333,30.0,576,1024,0.5625,439
POST00002697,37.70437103770437,29.97,576,1024,0.5625,1130
POST00001418,72.46666666666667,30.0,576,1024,0.5625,2174
POST00002057,10.45,60.0,576,1022,0.5636007827788649,627
POST00003460,32.3,30.0,576,1024,0.5625,969
POST00001856,22.65598932265599,31.11759941089838,576,1024,0.5625,705
POST00000518,20.033333333333335,30.0,576,1018,0.5658153241650294,601
POST00000285,11.133333333333333,30.0,576,812,0.7093596059113301,334
POST00001329,18.066666666666666,30.0,576,1024,0.5625,542
POST00003555,41.46666666666667,30.0,576,1024,0.5625,1244
POST00001542,77.83333333333333,30.0,576,1024,0.5625,2335
POST00002518,59.96666666666667,30.0,576,1024,0.5625,1799
POST00000450,48.233333333333334,30.0,576,1024,0.5625,1447
POST00002009,67.63333333333334,30.0,576,1024,0.5625,2029
POST00000069,98.16666666666667,60.0,576,1024,0.5625,5890
POST00001273,34.833333333333336,30.0,576,1024,0.5625,1045
POST00002184,42.14185376538654,42.001,576,1024,0.5625,1770
POST00001593,35.83583583583584,29.97,576,1024,0.5625,1074
POST00000711,15.1,30.0,576,1024,0.5625,453
POST00002596,32.833333333333336,30.0,576,1024,0.5625,985
POST00000113,180.20000000000002,29.983351831298556,576,1024,0.5625,5403
POST00000902,123.66666666666667,30.0,576,1024,0.5625,3710
POST00002845,24.0,30.166666666666668,576,1060,0.5433962264150943,724
POST00002949,14.033333333333333,30.0,576,1024,0.5625,421
POST00001918,18.0,29.555555555555557,576,1024,0.5625,532
POST00001765,6.533333333333333,30.0,576,1024,0.5625,196
POST00002173,59.400000000000006,59.91582491582491,576,1024,0.5625,3559
POST00002443,48.173173173173176,23.976,576,1024,0.5625,1155
POST00001740,44.56666666666667,30.0,576,1024,0.5625,1337
POST00002355,27.866666666666667,30.0,576,1024,0.5625,836
POST00002511,20.186853520186855,29.97,576,1024,0.5625,605
POST00003380,61.53333333333333,30.0,576,1024,0.5625,1846
POST00000378,60.06006006006006,29.97,576,1024,0.5625,1800
POST00000292,10.4,25.0,576,1024,0.5625,260
POST00002920,18.816666666666666,60.0,576,1024,0.5625,1129
POST00001506,48.6,30.0,576,1024,0.5625,1458
POST00002360,22.2,30.0,576,1024,0.5625,666
POST00003594,11.833333333333334,30.0,576,768,0.75,355
POST00001591,55.833333333333336,30.0,576,1024,0.5625,1675
POST00000913,14.2,30.0,576,1024,0.5625,426
POST00002152,59.85985985985986,59.94,576,1024,0.5625,3588
POST00000226,18.81881881881882,29.97,576,1024,0.5625,564
POST00002753,179.73333333333332,30.0,1024,576,1.7777777777777777,5392
POST00002752,179.66666666666666,30.0,1024,576,1.7777777777777777,5390
POST00000630,28.77777777777778,54.0,576,1024,0.5625,1554
POST00002508,11.2,20.0,576,1024,0.5625,224
POST00003009,21.366666666666667,30.0,576,1024,0.5625,641
POST00003637,63.66366366366366,29.84433962264151,576,1024,0.5625,1900
POST00001714,46.300000000000004,29.913606911447083,576,1024,0.5625,1385
POST00002505,10.625,24.0,576,1024,0.5625,255
POST00001786,98.43333333333332,29.959363359295633,576,1024,0.5625,2949
POST00000042,58.53333333333333,30.0,576,1024,0.5625,1756
POST00001678,27.833333333333332,30.0,576,1024,0.5625,835
POST00001342,48.4,30.0,576,1024,0.5625,1452
POST00001358,55.166666666666664,30.0,576,1024,0.5625,1655
POST00003978,49.375,24.0,576,1024,0.5625,1185
POST00001344,56.06666666666667,30.0,576,1024,0.5625,1682
POST00002466,56.35,56.983141082519964,576,1024,0.5625,3211
POST00002000,8.533333333333333,30.0,576,1024,0.5625,256
POST00001787,14.533333333333333,30.0,576,1024,0.5625,436
POST00002232,16.683333333333334,30.98901098901099,576,1024,0.5625,517
POST00001970,31.566666666666666,30.0,576,1024,0.5625,947
POST00001496,33.9,30.0,576,938,0.6140724946695096,1017
POST00001745,22.539205872539206,59.94,576,1024,0.5625,1351
POST00001878,25.0,30.0,576,1024,0.5625,750
POST00002616,35.233333333333334,60.0,576,1024,0.5625,2114
POST00003749,17.883333333333333,60.0,576,1024,0.5625,1073
POST00001560,10.066666666666666,30.0,576,1024,0.5625,302
POST00002475,18.266666666666666,30.0,576,1024,0.5625,548
POST00001673,59.95,59.98331943286072,576,1024,0.5625,3596
POST00000121,14.169491525423728,59.0,576,1024,0.5625,836
POST00000507,14.033333333333333,30.0,576,1024,0.5625,421
POST00003315,14.6,30.0,576,1024,0.5625,438
POST00002556,11.333333333333334,30.0,576,1024,0.5625,340
POST00001884,81.96666666666667,30.0,576,1024,0.5625,2459
POST00003169,19.4,30.0,576,1024,0.5625,582
POST00002318,7.033333333333333,30.0,576,768,0.75,211
POST00002591,29.766666666666666,29.932810750279955,576,1024,0.5625,891
POST00003654,8.62962962962963,27.0,576,876,0.6575342465753424,233
POST00001958,46.4,30.0,576,1024,0.5625,1392
POST00001916,9.833333333333334,30.0,576,1024,0.5625,295
POST00001210,35.86666666666667,30.0,576,1024,0.5625,1076
POST00003318,273.43333333333334,30.0,576,1024,0.5625,8203
POST00002027,12.633333333333333,30.0,576,1024,0.5625,379
POST00002428,49.1,30.0,576,768,0.75,1473
POST00002612,126.96666666666667,30.0,576,1024,0.5625,3809
POST00003764,36.70337003670337,29.97,576,1024,0.5625,1100
POST00001873,6.466666666666667,30.0,576,1024,0.5625,194
POST00001422,27.333333333333332,30.0,576,1024,0.5625,820
POST00003139,39.96666666666667,30.0,576,1024,0.5625,1199
POST00003477,8.933333333333334,30.0,576,1024,0.5625,268
POST00002510,14.433333333333334,30.0,576,726,0.7933884297520661,433
POST00003358,8.7,30.0,576,1024,0.5625,261
POST00002613,8.6,30.0,576,1024,0.5625,258
POST00002097,11.366666666666667,30.0,576,1024,0.5625,341
POST00001013,29.396062729396064,29.799909194097616,576,1024,0.5625,876
POST00000692,15.033333333333333,30.0,576,1054,0.5464895635673624,451
POST00002829,7.2592592592592595,27.0,576,768,0.75,196
POST00002989,6.966666666666667,30.0,576,768,0.75,209
POST00002571,13.766666666666667,30.0,576,1024,0.5625,413
POST00003187,11.3,30.0,576,1024,0.5625,339
POST00002185,19.366666666666667,30.0,576,1024,0.5625,581
POST00002243,54.1,30.0,576,1024,0.5625,1623
POST00001510,9.7,30.0,576,1024,0.5625,291
POST00003197,19.5,30.0,576,1024,0.5625,585
POST00003788,17.1,30.0,576,1026,0.5614035087719298,513
POST00001717,11.233333333333333,59.64391691394659,576,1024,0.5625,670
POST00001841,8.4,30.0,576,1024,0.5625,252
POST00001597,107.36666666666666,30.0,576,1218,0.4729064039408867,3221
POST00003941,13.033333333333333,30.0,576,1024,0.5625,391
POST00001296,21.7,30.0,576,1024,0.5625,651
POST00002377,14.683333333333334,60.0,576,1024,0.5625,881
POST00000925,30.5,24.0,480,848,0.5660377358490566,732
POST00001941,10.977644310977645,29.97,576,1024,0.5625,329
POST00001138,15.0,24.0,576,1024,0.5625,360
POST00003467,52.7,28.519924098671726,576,1024,0.5625,1503
POST00002149,10.133333333333333,60.0,576,1024,0.5625,608
POST00003901,5.52,25.0,576,1024,0.5625,138
POST00003730,63.333333333333336,30.0,576,1024,0.5625,1900
POST00000920,12.933333333333334,30.0,576,1024,0.5625,388
POST00002860,63.5,30.0,576,1024,0.5625,1905
POST00001175,51.099999999999994,29.569471624266146,576,1024,0.5625,1511
POST00003096,7.5,30.0,576,1024,0.5625,225
POST00000048,12.6,30.0,576,1024,0.5625,378
POST00002800,28.966666666666665,30.0,576,1024,0.5625,869
POST00000032,10.133333333333333,30.0,576,1024,0.5625,304
POST00002493,102.76666666666667,30.0,1280,720,1.7777777777777777,3083
POST00003489,13.2,30.0,576,1024,0.5625,396
POST00003313,17.3,30.0,576,1024,0.5625,519
POST00002112,59.1,30.0,576,1024,0.5625,1773
POST00001078,100.16666666666667,30.0,576,1024,0.5625,3005
POST00003103,77.21054387721054,29.97,576,1024,0.5625,2314
POST00002676,18.7,30.0,854,480,1.7791666666666666,561
POST00002461,19.533333333333335,30.0,576,1024,0.5625,586
POST00003135,69.9,29.985693848354792,576,1024,0.5625,2096
POST00000894,10.8,60.0,576,1024,0.5625,648
POST00001846,10.0,29.9,576,1024,0.5625,299
POST00003820,73.4,30.0,576,1024,0.5625,2202
POST00002478,15.1,30.0,576,1024,0.5625,453
POST00000083,17.766666666666666,30.0,576,1024,0.5625,533
POST00002561,120.43333333333334,30.0,576,1152,0.5,3613
POST00000389,13.733333333333333,30.0,576,1024,0.5625,412
POST00002529,9.533333333333333,30.0,576,1024,0.5625,286
POST00000119,5.666666666666667,30.0,576,1024,0.5625,170
POST00002903,20.033333333333335,30.0,576,1024,0.5625,601
POST00003223,45.46666666666667,30.0,720,1280,0.5625,1364
POST00001845,12.033333333333333,30.0,576,1024,0.5625,361
POST00003494,21.266666666666666,30.0,576,1024,0.5625,638
POST00000778,23.0,30.0,576,1024,0.5625,690
POST00003057,10.233333333333333,30.0,576,1024,0.5625,307
POST00001622,57.89122455789123,23.976,576,1024,0.5625,1388
POST00003701,55.6,30.0,576,1024,0.5625,1668
POST00003532,9.866666666666667,30.0,576,1024,0.5625,296
POST00000448,12.466666666666667,30.0,576,1024,0.5625,374
POST00000533,28.566666666666666,30.0,576,1024,0.5625,857
POST00002622,20.533333333333335,30.0,576,1024,0.5625,616
POST00001229,105.82611892903701,29.73746020214782,352,640,0.55,3147
POST00003639,19.2,30.0,576,1024,0.5625,576
POST00003909,31.233333333333334,30.0,576,720,0.8,937
POST00000557,15.72,25.0,576,1024,0.5625,393
POST00001934,13.8,30.0,576,1024,0.5625,414
POST00003266,15.8,30.0,576,1024,0.5625,474
POST00002199,87.73333333333333,30.0,576,1024,0.5625,2632
POST00003078,15.700000000000001,29.745222929936304,576,1024,0.5625,467
POST00003446,56.2,30.0,576,1024,0.5625,1686
POST00000632,11.833333333333334,40.732394366197184,576,1024,0.5625,482
POST00002063,5.133333333333334,30.0,576,864,0.6666666666666666,154
POST00002422,27.033333333333335,30.0,576,1024,0.5625,811
POST00000336,10.4,30.0,576,1024,0.5625,312
POST00002630,8.733333333333333,30.0,576,1024,0.5625,262
POST00002364,43.333333333333336,29.4,576,1024,0.5625,1274
POST00000354,7.0,30.0,576,1024,0.5625,210
POST00000344,6.466666666666667,30.0,576,1024,0.5625,194
POST00003834,15.133333333333333,28.6784140969163,576,1024,0.5625,434
POST00002707,26.8743523749039,29.54489800995025,576,1024,0.5625,794
POST00000310,258.26666666666665,30.0,576,1024,0.5625,7748
POST00000836,34.666666666666664,30.0,576,1024,0.5625,1040
POST00001767,15.133333333333335,29.86784140969163,576,1024,0.5625,452
POST00001502,17.0,30.0,576,1024,0.5625,510
POST00001002,17.733333333333334,41.33458646616541,576,1024,0.5625,733
POST00000101,13.633333333333333,30.0,576,1024,0.5625,409
POST00003304,23.5,30.0,576,1024,0.5625,705
POST00002282,13.666666666666666,30.0,576,1024,0.5625,410
POST00001754,12.166666666666666,30.0,576,1024,0.5625,365
POST00002310,18.1,30.0,576,1024,0.5625,543
POST00000977,21.05,52.25653206650831,576,1024,0.5625,1100
POST00000869,21.233333333333334,30.0,576,1024,0.5625,637
POST00002664,15.08174841508175,29.97,576,1024,0.5625,452
POST00001223,9.633333333333333,30.0,576,1122,0.5133689839572193,289
POST00003665,11.366666666666667,30.0,576,1024,0.5625,341
POST00002810,6.2,30.0,576,1024,0.5625,186
POST00001072,20.833333333333332,30.0,576,1024,0.5625,625
POST00001076,45.93333333333333,30.0,576,1024,0.5625,1378
POST00001071,31.8,30.0,576,1024,0.5625,954
POST00001090,47.166666666666664,30.0,576,1024,0.5625,1415
POST00003475,18.351685018351684,29.97,576,1024,0.5625,550
POST00002703,136.78333333333333,30.13525039600341,576,1024,0.5625,4122
POST00002134,56.166666666666664,30.0,576,1024,0.5625,1685
POST00003947,15.0,30.0,576,1024,0.5625,450
POST00002300,35.708333333333336,24.0,576,1024,0.5625,857
POST00002354,20.32032032032032,29.97,576,1024,0.5625,609
POST00002202,59.43333333333333,30.0,576,1024,0.5625,1783
POST00001587,14.98164831498165,29.97,576,1024,0.5625,449
POST00002139,59.49282615949283,29.97,576,1024,0.5625,1783
POST00001967,10.443777110443778,29.97,576,1024,0.5625,313
POST00001371,11.100000000000001,36.486486486486484,576,1024,0.5625,405
POST00002293,51.291666666666664,24.0,576,1024,0.5625,1231
POST00002301,44.208333333333336,24.0,576,1024,0.5625,1061
POST00000017,11.644978311644978,29.97,576,1024,0.5625,349
POST00003828,20.366666666666667,30.0,576,1024,0.5625,611
POST00001640,20.033333333333335,30.0,576,1024,0.5625,601
POST00000935,29.55,60.0,576,1024,0.5625,1773
POST00000205,24.5,30.0,576,1024,0.5625,735
POST00000340,16.866666666666667,30.0,576,1024,0.5625,506
POST00003166,13.866666666666667,30.0,576,1024,0.5625,416
POST00002945,15.033333333333333,30.0,576,1024,0.5625,451
POST00003253,11.466666666666667,30.0,576,1024,0.5625,344
POST00002765,25.766666666666666,30.0,576,1024,0.5625,773
POST00003217,15.833333333333334,30.0,576,1024,0.5625,475
POST00002866,13.166666666666666,30.0,576,1024,0.5625,395
POST00003314,15.633333333333333,30.0,576,1024,0.5625,469
POST00003245,7.966666666666667,60.0,576,1024,0.5625,478
POST00001364,9.6,60.0,576,1024,0.5625,576
POST00003616,12.7,30.0,576,1024,0.5625,381
POST00000355,20.0,30.0,576,1024,0.5625,600
POST00003188,10.5,30.0,576,1024,0.5625,315
POST00002542,11.466666666666667,30.0,576,1024,0.5625,344
POST00001675,7.776623202493883,29.833,576,1024,0.5625,232
POST00002031,6.066666666666666,30.0,576,1024,0.5625,182
POST00001425,8.966666666666667,30.0,576,1024,0.5625,269
POST00002438,15.0,30.0,576,1024,0.5625,450
POST00001281,17.333333333333332,30.0,576,1098,0.5245901639344263,520
POST00001993,9.333333333333334,30.0,576,1024,0.5625,280
POST00001246,11.633333333333333,29.140401146131804,576,1134,0.5079365079365079,339
POST00001200,7.8,30.0,576,1024,0.5625,234
POST00002861,5.466666666666667,30.0,576,1024,0.5625,164
POST00003030,10.31031031031031,29.97,576,1024,0.5625,309
POST00002248,5.816666666666666,60.0,576,1024,0.5625,349
POST00003219,89.23333333333333,30.0,576,1024,0.5625,2677
POST00003587,431.64,25.0,576,1024,0.5625,10791
POST00001936,22.133333333333333,30.0,576,1024,0.5625,664
POST00001435,6.406406406406407,29.97,576,1026,0.5614035087719298,192
POST00003971,6.5732399065732405,29.97,576,1024,0.5625,197
POST00001906,8.89655172413793,29.0,576,1024,0.5625,258
POST00000301,17.4,30.0,576,1024,0.5625,522
POST00003774,26.7,30.0,576,1024,0.5625,801
POST00003278,12.8,30.0,704,576,1.2222222222222223,384
POST00002942,92.85,60.0,576,1024,0.5625,5571
POST00001044,8.166666666666666,30.0,720,1280,0.5625,245
POST00002821,10.283333333333333,42.59319286871961,576,1024,0.5625,438
POST00002101,9.2,30.0,574,1030,0.5572815533980583,276
POST00000035,59.0,30.0,540,960,0.5625,1770
POST00002957,32.30166238680903,29.596,576,1024,0.5625,956
POST00001335,127.4,30.0,576,1024,0.5625,3822
POST00003462,13.3,30.0,576,1024,0.5625,399
POST00000462,15.033333333333333,30.0,540,960,0.5625,451
POST00002838,14.266666666666667,30.0,576,1024,0.5625,428
POST00002519,20.216666666666665,59.95053586150041,576,1024,0.5625,1212
POST00001551,6.616666666666666,60.0,576,1024,0.5625,397
POST00002961,13.133333333333333,30.0,576,1024,0.5625,394
POST00001492,96.0,30.0,576,1024,0.5625,2880
POST00002177,9.7,30.0,720,1280,0.5625,291
POST00000333,40.733333333333334,30.0,540,960,0.5625,1222
POST00001789,56.46666666666667,30.053128689492326,720,1280,0.5625,1697
POST00001306,12.033333333333333,30.0,576,1024,0.5625,361
POST00002137,64.95,30.223248652809854,576,1024,0.5625,1963
POST00003365,48.5,30.0,576,1024,0.5625,1455
POST00000436,59.85985985985986,29.97,576,1024,0.5625,1794
POST00003565,11.9,30.0,576,1024,0.5625,357
POST00002332,6.383333333333333,30.39164490861619,576,1024,0.5625,194
POST00003097,8.866666666666667,30.0,576,1024,0.5625,266
POST00002440,16.766666666666666,30.0,576,1024,0.5625,503
POST00000972,12.4,30.0,576,1024,0.5625,372
POST00003214,11.2,30.0,576,1024,0.5625,336
POST00002898,48.96666666666667,30.0,576,1024,0.5625,1469
POST00003712,67.4,30.0,576,1024,0.5625,2022
POST00002146,58.5,30.0,576,1024,0.5625,1755
POST00001045,92.06666666666666,30.0,576,1024,0.5625,2762
POST00001362,50.766666666666666,30.0,576,1024,0.5625,1523
POST00002154,16.400000000000002,24.9390243902439,576,1024,0.5625,409
POST00003130,82.46666666666667,30.0,576,1024,0.5625,2474
POST00000988,13.7,30.0,768,576,1.3333333333333333,411
POST00000033,18.066666666666666,30.0,576,1024,0.5625,542
POST00002147,93.06666666666666,30.0,576,1024,0.5625,2792
POST00002109,180.56666666666666,30.0,576,1024,0.5625,5417
POST00003181,72.2,30.0,576,1024,0.5625,2166
POST00001691,36.85,60.0,576,1024,0.5625,2211
POST00002110,57.56666666666667,30.0,576,1024,0.5625,1727
POST00002323,39.06666666666667,30.0,576,1024,0.5625,1172
POST00003303,39.3,30.0,576,1024,0.5625,1179
POST00002744,52.5,30.0,576,1024,0.5625,1575
POST00003264,39.266666666666666,30.0,576,1024,0.5625,1178
POST00002782,9.4,30.0,576,1024,0.5625,282
POST00002665,17.684351017684353,30.365830188679244,576,1024,0.5625,537
POST00003146,7.5,30.0,576,1024,0.5625,225
POST00003186,90.76666666666667,30.0,576,1024,0.5625,2723
POST00001939,11.9,30.0,576,1024,0.5625,357
POST00003254,64.16666666666667,30.0,576,1024,0.5625,1925
POST00003790,96.96666666666667,30.0,576,1024,0.5625,2909
POST00000675,60.05,26.877601998334722,576,1024,0.5625,1614
POST00001968,27.866666666666667,30.0,576,1024,0.5625,836
POST00001801,4.866666666666667,29.794520547945204,576,1024,0.5625,145
POST00000899,20.333333333333332,24.0,576,1024,0.5625,488
POST00001923,62.63333333333333,30.0,576,1024,0.5625,1879
POST00003801,57.18218218218218,23.976,576,1024,0.5625,1371
POST00002372,57.233333333333334,30.0,576,1024,0.5625,1717
POST00002060,6.566666666666666,30.0,576,1024,0.5625,197
POST00003367,33.5,30.0,576,1024,0.5625,1005
POST00003224,47.4,30.0,576,1024,0.5625,1422
POST00000314,43.0,30.0,576,1024,0.5625,1290
POST00000465,39.93333333333333,30.0,576,1244,0.4630225080385852,1198
POST00000824,26.066666666666666,31.035805626598467,576,1024,0.5625,809
POST00002594,58.9,30.0,576,1024,0.5625,1767
POST00001852,43.36666666666667,30.0,576,1024,0.5625,1301
POST00002357,9.033333333333333,30.0,576,1024,0.5625,271
POST00002191,15.9,30.0,576,1024,0.5625,477
POST00000214,12.3,30.0,576,1022,0.5636007827788649,369
POST00001360,15.0,30.0,576,1024,0.5625,450
POST00000650,22.633333333333333,30.0,576,1024,0.5625,679
POST00000321,72.73333333333333,30.0,576,1024,0.5625,2182
POST00000158,46.63333333333333,30.0,576,1024,0.5625,1399
POST00000283,70.23333333333333,30.0,576,1024,0.5625,2107
POST00000186,38.96666666666667,30.0,576,1024,0.5625,1169
POST00000136,57.36666666666667,30.0,576,1024,0.5625,1721
POST00001758,12.266666666666667,29.592391304347824,576,1024,0.5625,363
POST00000043,13.449287086661947,29.667,540,960,0.5625,399
POST00002635,11.828495161828496,29.16685472496474,576,1024,0.5625,345
POST00001598,16.833333333333332,30.0,576,1024,0.5625,505
POST00003453,14.333333333333334,30.0,540,960,0.5625,430
POST00002948,8.9,30.0,576,1024,0.5625,267
POST00002392,21.966666666666665,30.0,576,1024,0.5625,659
POST00002932,20.041666666666668,24.0,576,1024,0.5625,481
POST00001330,171.8,30.0,576,1036,0.555984555984556,5154
POST00000946,20.066666666666666,30.0,576,1024,0.5625,602
POST00003976,50.9,30.0,576,576,1.0,1527
POST00001793,25.966666666666665,30.0,576,1024,0.5625,779
POST00002584,9.1,30.0,576,1024,0.5625,273
POST00000233,39.86666666666667,30.0,576,1024,0.5625,1196
POST00000169,60.9,30.0,576,1024,0.5625,1827
POST00001085,24.533333333333335,30.0,576,1024,0.5625,736
POST00000151,51.13333333333333,30.0,576,1024,0.5625,1534
POST00000139,36.8,30.0,576,1024,0.5625,1104
POST00000974,45.37871204537871,23.976,576,1024,0.5625,1088
POST00003574,8.433333333333334,30.0,576,1024,0.5625,253
POST00002431,100.1926782273603,27.037903846153846,576,1024,0.5625,2709
POST00000134,34.03333333333333,30.0,576,1024,0.5625,1021
POST00001909,20.0,30.0,576,1024,0.5625,600
POST00002036,22.766666666666666,30.0,576,1024,0.5625,683
POST00000238,70.3,30.0,576,1024,0.5625,2109
POST00002271,7.133333333333334,30.0,576,1024,0.5625,214
POST00000135,32.666666666666664,30.0,576,1024,0.5625,980
POST00002726,11.3,30.0,576,1024,0.5625,339
POST00002628,15.933333333333334,30.0,540,960,0.5625,478
POST00000111,39.03333333333333,60.0,576,576,1.0,2342
POST00000172,32.9,30.0,540,960,0.5625,987
POST00000261,120.23333333333333,30.0,540,960,0.5625,3607
POST00003833,72.93960627293961,29.97,576,1024,0.5625,2186
POST00000792,46.6,30.0,576,1024,0.5625,1398
POST00000284,174.0,30.0,540,960,0.5625,5220
POST00000633,27.366666666666667,30.0,576,1024,0.5625,821
POST00001041,112.86666666666667,29.99113998818665,576,1024,0.5625,3385
POST00000084,61.6,30.0,576,1024,0.5625,1848
POST00002220,41.733333333333334,30.0,576,1024,0.5625,1252
POST00000484,40.06666666666667,30.0,576,1024,0.5625,1202
POST00000012,10.9,30.0,576,1024,0.5625,327
POST00002639,47.96666666666667,30.0,576,1024,0.5625,1439
POST00003884,54.13333333333333,30.0,576,1024,0.5625,1624
POST00002660,74.0,30.0,576,1024,0.5625,2220
POST00001365,4.9,30.0,576,1128,0.5106382978723404,147
POST00002444,101.26666666666667,30.0,576,1024,0.5625,3038
POST00001750,54.6,30.0,576,1024,0.5625,1638
POST00001839,59.2258925592259,29.97,576,1024,0.5625,1775
POST00001815,40.43333333333333,30.0,576,1024,0.5625,1213
POST00002578,68.53333333333333,30.0,576,1024,0.5625,2056
POST00002135,26.793460126793462,59.94,576,1016,0.5669291338582677,1606
POST00000200,6.733333333333333,30.0,576,1024,0.5625,202
POST00002696,152.44,25.0,544,976,0.5573770491803278,3811
POST00000784,13.2,30.0,576,1024,0.5625,396
POST00001613,36.766666666666666,30.0,576,1024,0.5625,1103
POST00002971,7.866666666666666,30.0,576,1024,0.5625,236
POST00000825,22.9,30.0,576,1024,0.5625,687
POST00000839,12.4,30.0,576,1024,0.5625,372
POST00001629,6.833333333333333,30.0,576,1024,0.5625,205
POST00000058,10.0,25.0,576,1024,0.5625,250
POST00001205,10.944277610944278,30.244115853658535,576,1024,0.5625,331
POST00001139,5.633333333333334,59.289940828402365,576,1024,0.5625,334
POST00002214,52.166666666666664,24.0,576,1024,0.5625,1252
POST00002150,22.133333333333333,29.954819277108435,576,1024,0.5625,663
POST00000182,21.733333333333334,30.0,576,1024,0.5625,652
POST00003926,5.166666666666667,30.0,576,1024,0.5625,155
POST00001258,15.1,30.0,576,1024,0.5625,453
POST00001932,63.36336336336337,29.97,540,960,0.5625,1899
POST00003410,50.166666666666664,30.0,576,1024,0.5625,1505
POST00001590,62.1,30.0,576,1024,0.5625,1863
POST00002723,35.0,29.62857142857143,576,1024,0.5625,1037
POST00001683,8.675342008675342,29.97,576,1024,0.5625,260
POST00002634,13.8,29.27536231884058,576,1024,0.5625,404
POST00002781,55.93333333333333,30.0,576,1024,0.5625,1678
POST00003102,242.06666666666666,29.98760671991187,576,1024,0.5625,7259
